3421	138.97
4719	160.157
4884	165.871
4885	161.127
4889	162.095
4890	162.456
4894	164.734
4896	162.011
4901	165.517
5046	162.256
9952	131.714
10009	132.897
10020	130.791
10069	132.068
10136	131.041
10145	129.935
10204	132.457
10221	132.4
10294	133.361
10330	131.282
10352	134.228
10370	133.412
10394	133.437
10398	134.258
10413	132.453
10468	133.894
10495	132.755
10499	132.639
10527	133.526
10536	133.885
10567	134.209
10572	134.801
10587	134.282
10594	136.107
10618	136.728
10630	134.181
10644	135.221
10657	134.339
10664	136.945
10692	133.484
10740	138.578
10782	134.967
10783	139.718
10787	137.815
10796	139.186
10805	137.111
10822	136.909
10828	138.445
10831	136.067
10873	136.774
10894	139.461
10898	139.938
10907	137.607
10922	140.42
10940	139.719
10942	137.519
10961	140.393
10974	139.758
10981	138.936
10993	140.141
11072	141.374
11086	142.281
11098	142.549
11109	142.789
11121	141.311
11318	145.637
11324	146.054
11376	150.71
11444	145.692
11496	146.571
11507	146.098
11537	146.665
11550	159.494
11567	146.661
11570	147.724
11574	147.587
11584	146.647
11602	147.573
11604	148.29
11609	148.756
11611	149.941
11634	147.931
11636	148.871
11716	149.367
11717	149.905
11727	150.261
11757	150.36
11780	152.06
11781	152.384
11785	151.763
11790	151.574
11791	151.146
11800	152.979
11825	153.703
11829	151.978
11830	153.379
11832	153.666
11870	154.422
11879	154.417
11887	154.815
11898	154.825
11907	156.294
11933	155.534
11940	154.994
11946	153.933
11948	157.473
11949	158.346
11983	159.08
11985	156.897
12018	160.235
12051	159.488
12076	161.986
12078	163.754
12098	164.626
12108	165.063
12115	164.351
12116	164.204
12134	163.633
12136	166.223
12141	166.673
12145	163.26
12146	160.191
12154	164.69
12159	160.791
12174	167.353
12189	168.85
12202	166.714
12255	163.851
12259	165.364
12270	170.508
12300	169.656
12301	166.563
12325	172.353
12364	173.551
12365	163.789
12387	163.989
12396	163.325
12410	164.835
12424	164.082
12446	172.158
12462	174.493
12518	166.25
