3421	139.286
4719	161.106
4884	167.702
4885	164.56
4889	166.765
4890	165.772
4894	167.942
4896	165.337
4901	167.787
5046	161.519
9952	131.971
10009	133.172
10020	131.062
10069	132.349
10136	131.298
10145	130.193
10204	132.74
10221	132.701
10294	133.656
10330	131.613
10352	134.525
10370	133.712
10394	133.744
10398	134.564
10413	132.772
10468	134.237
10495	133.075
10499	132.951
10527	133.87
10536	134.233
10567	134.56
10572	135.164
10587	134.634
10594	136.519
10618	137.124
10630	134.527
10644	135.569
10657	134.673
10664	137.379
10692	133.793
10740	139.023
10782	135.224
10783	139.972
10787	138.295
10796	139.67
10805	137.505
10822	137.207
10828	138.904
10831	136.278
10873	137.115
10894	139.677
10898	140.424
10907	137.884
10922	140.944
10940	140.234
10942	137.733
10961	140.959
10974	140.226
10981	139.143
10993	140.711
11072	141.836
11086	142.783
11098	143.073
11109	143.381
11121	141.561
11318	146.398
11324	146.827
11376	151.31
11444	146.434
11496	147.428
11507	146.694
11537	147.567
11550	159.759
11567	147.524
11570	148.389
11574	148.52
11584	147.013
11602	148.484
11604	148.955
11609	149.243
11611	150.26
11634	148.845
11636	149.84
11716	150.354
11717	151.004
11727	151.317
11757	151.352
11780	153.393
11781	153.347
11785	153.026
11790	152.579
11791	151.892
11800	154.254
11825	155.099
11829	152.803
11830	154.51
11832	155.043
11870	155.814
11879	156.081
11887	156.525
11898	156.675
11907	157.943
11933	157.584
11940	157.134
11946	154.963
11948	159.768
11949	160.779
11983	161.533
11985	158.406
12018	163.311
12051	161.756
12076	165.055
12078	165.862
12098	166.66
12108	170.326
12115	166.915
12116	166.772
12134	166.025
12136	168.457
12141	169.376
12145	163.292
12146	161.379
12154	167.325
12159	161.82
12174	168.988
12189	171.021
12202	167.429
12255	163.005
12259	164.569
12270	170.521
12300	171.553
12301	168.321
12325	174
12364	172.795
12365	170.584
12387	166.983
12396	166.263
12410	169.265
12424	167.114
12446	173.33
12462	173.203
12518	169.831
