3421	139.451
4719	167.76
4884	169.993
4885	167.8
4889	168.252
4890	170.584
4894	169.036
4896	171.023
4901	172.753
5046	161.526
9952	131.978
10009	133.207
10020	131.114
10069	132.399
10136	131.462
10145	130.352
10204	132.837
10221	132.825
10294	133.777
10330	131.828
10352	134.696
10370	133.921
10394	133.94
10398	134.783
10413	133.021
10468	134.465
10495	133.346
10499	133.214
10527	134.145
10536	134.506
10567	134.829
10572	135.429
10587	134.905
10594	136.753
10618	137.323
10630	134.813
10644	135.925
10657	134.988
10664	137.579
10692	134.037
10740	139.426
10782	135.435
10783	140.278
10787	138.695
10796	140.115
10805	137.871
10822	137.538
10828	139.331
10831	136.534
10873	137.449
10894	139.873
10898	140.87
10907	138.15
10922	141.478
10940	140.706
10942	137.92
10961	141.538
10974	140.643
10981	139.32
10993	141.268
11072	142.594
11086	143.106
11098	143.411
11109	143.798
11121	141.567
11318	147.284
11324	147.651
11376	152.099
11444	147.184
11496	148.469
11507	147.283
11537	148.688
11550	159.996
11567	148.597
11570	149.259
11574	149.722
11584	147.347
11602	149.656
11604	149.887
11609	149.866
11611	150.471
11634	150.047
11636	151.157
11716	151.745
11717	152.633
11727	152.93
11757	152.987
11780	156.023
11781	155.177
11785	155.439
11790	154.361
11791	153.028
11800	156.978
11825	158.496
11829	154.069
11830	156.987
11832	158.43
11870	160.379
11879	162.107
11887	163.571
11898	164.41
11907	165.68
11933	166.223
11940	166.389
11946	156.174
11948	168.845
11949	171.508
11983	169.438
11985	164.032
12018	171.446
12051	165.943
12076	172.006
12078	171.394
12098	174.036
12108	174.656
12115	172.341
12116	172.622
12134	172.866
12136	173.916
12141	165.51
12145	179.906
12146	162.542
12154	172.715
12159	163.429
12174	172.777
12189	161.426
12202	173.225
12255	164.005
12259	165.218
12270	163.231
12300	174.856
12301	170.143
12325	174.548
12364	170.75
12365	174.191
12387	171.125
12396	170.258
12410	171.817
12424	170.777
12446	176.564
12462	166.779
12518	172.21
