3421	138.839
4719	160.092
4884	165.971
4885	160.564
4889	161.033
4890	161.606
4894	164.496
4896	161.27
4901	165.294
5046	160.072
9952	131.58
10009	132.738
10020	130.629
10069	131.899
10136	130.851
10145	129.755
10204	132.321
10221	132.245
10294	133.234
10330	131.098
10352	134.087
10370	133.248
10394	133.285
10398	134.092
10413	132.267
10468	133.728
10495	132.535
10499	132.419
10527	133.316
10536	133.676
10567	133.991
10572	134.579
10587	134.055
10594	135.93
10618	136.565
10630	133.934
10644	134.952
10657	134.075
10664	136.794
10692	133.252
10740	138.375
10782	134.759
10783	139.464
10787	137.585
10796	138.914
10805	136.826
10822	136.635
10828	138.156
10831	135.85
10873	136.466
10894	139.272
10898	139.636
10907	137.341
10922	140.07
10940	139.349
10942	137.322
10961	140.015
10974	139.385
10981	138.75
10993	139.746
11072	140.92
11086	142.036
11098	142.297
11109	142.497
11121	141.242
11318	145.168
11324	145.585
11376	150.342
11444	145.212
11496	146.052
11507	145.642
11537	146.116
11550	159.305
11567	146.212
11570	147.036
11574	147.004
11584	146.201
11602	147.087
11604	147.579
11609	148.119
11611	149.664
11634	147.441
11636	148.218
11716	148.724
11717	149.223
11727	149.637
11757	149.727
11780	151.28
11781	151.814
11785	151.007
11790	150.953
11791	150.666
11800	152.25
11825	152.882
11829	151.533
11830	152.727
11832	152.901
11870	153.585
11879	153.456
11887	153.83
11898	153.75
11907	155.356
11933	154.313
11940	153.65
11946	153.56
11948	155.955
11949	157.087
11983	157.373
11985	155.752
12018	158.271
12051	157.982
12076	159.677
12078	161.588
12098	163.416
12108	164.781
12115	161.741
12116	161.761
12134	160.84
12136	164.435
12141	165.176
12145	162.532
12146	158.35
12154	161.621
12159	158.669
12174	164.42
12189	166.319
12202	162.863
12255	159.809
12259	161.379
12270	166.404
12300	168.51
12301	164.744
12325	186.559
12364	169.886
12365	166.316
12387	164.407
12396	164.297
12410	171.432
12424	165.253
12446	170.838
12462	171.71
12518	166.485
